subset,subset_size,cmi_score,unique,red,unq2,syn,elapsed_seconds,status
98,1,0.20605850860024175,0.00132052943884986,0.06979740356151609,44.429726627767174,0.023413240042295058,6066.962687282823,unique_below_threshold
99,1,0.2095887764559896,0.00420035333218749,0.07297812265203873,44.42654590867665,0.024063680384720953,6119.175794205628,unique_below_threshold
100,1,0.19893484334693476,0.0,0.05141017197916398,44.448113859349526,0.017610106746673182,6178.874664053321,unique_below_threshold
101,1,0.1962820678719819,0.0,0.08460308394026583,44.414920947388424,0.014957332087249142,6238.028381886892,unique_below_threshold
102,1,0.20159171372534695,0.0,0.06864643445146612,44.430877596877224,0.020266980077963126,6297.622087477706,unique_below_threshold
103,1,0.20273534931458895,0.0,0.061337578062079956,44.43818645326661,0.021410613337138784,6363.731504186057,unique_below_threshold
104,1,0.2067844813101953,0.0025140139069179668,0.06815175194240197,44.43137227938629,0.02294573014530954,6431.898483492434,unique_below_threshold
105,1,0.19567895530292326,0.0,0.07576750250122899,44.42375652882746,0.014354220751556568,6498.309936393984,unique_below_threshold
106,1,0.2154568705265828,0.008535275861675018,0.04583877559995386,44.453685255728736,0.025596851525079956,6569.271671898663,unique_below_threshold
107,1,0.1987675824463999,0.0,0.057307283440287904,44.4422167478884,0.017442838895732393,6645.789090005681,unique_below_threshold
108,1,0.19997877927228955,0.0,0.07612296991923273,44.42340106140946,0.018654040169479913,6717.415928542614,unique_below_threshold
109,1,0.2080008770591493,0.002770154228713295,0.06414724806864314,44.43537678326005,0.023905979718520598,6790.866196734831,unique_below_threshold
110,1,0.20583393587961918,0.002639393528106382,0.06925605223625553,44.430267979092434,0.02186981186250847,6865.19044734817,unique_below_threshold
111,1,0.19957466296436435,0.0,0.06627343435687294,44.43325059697182,0.018249933253173367,6932.744816461578,unique_below_threshold
112,1,0.20828647658527794,0.0034436663740962103,0.05952154447176383,44.440002486856926,0.02351807236337322,7003.325341435149,unique_below_threshold
