swept_variable,swept_dimension,target_dim,source1_dim,source2_dim,method,minimum_eigenvalue,redundancy,unique_source1,unique_source2,synergy,I(source1;target),I(source2;target),"I(source1,source2;target)",runtime_seconds,max_abs_diff_vs_eigen
target,400,400,50,55,gpid_tilde,0.2087121525220778,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,24.99061683192849,2.5587797694015535e-06
target,400,400,50,55,thin_pid,0.2087121525220778,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,11.166010061977431,2.5603897952919397e-06
target,400,400,50,55,eigen_pid,0.2087121525220778,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.0637394420336932,0.0
target,410,410,50,55,gpid_tilde,0.20871215252207803,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,26.247454176889732,2.5587797694015535e-06
target,410,410,50,55,thin_pid,0.20871215252207803,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,11.425614728825167,2.5603897952919397e-06
target,410,410,50,55,eigen_pid,0.20871215252207803,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,0.9919640251901001,0.0
target,420,420,50,55,gpid_tilde,0.20871215252207712,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,28.773478153860196,2.5587797694015535e-06
target,420,420,50,55,thin_pid,0.20871215252207712,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,11.684577488107607,2.5603897952919397e-06
target,420,420,50,55,eigen_pid,0.20871215252207712,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.071035822154954,0.0
target,430,430,50,55,gpid_tilde,0.20871215252207836,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,30.83302225987427,2.5587797694015535e-06
target,430,430,50,55,thin_pid,0.20871215252207836,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,12.388548783026636,2.5603897952919397e-06
target,430,430,50,55,eigen_pid,0.20871215252207836,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.002302180044353,0.0
target,440,440,50,55,gpid_tilde,0.2087121525220782,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,32.741578647866845,2.5587797694015535e-06
target,440,440,50,55,thin_pid,0.2087121525220782,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,12.243679332081228,2.5603897952919397e-06
target,440,440,50,55,eigen_pid,0.2087121525220782,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,0.9592824580613524,0.0
target,450,450,50,55,gpid_tilde,0.20871215252207725,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,34.84661206416786,2.5587797694015535e-06
target,450,450,50,55,thin_pid,0.20871215252207725,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,12.586280592950061,2.5603897952919397e-06
target,450,450,50,55,eigen_pid,0.20871215252207725,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.4188058159779757,0.0
target,460,460,50,55,gpid_tilde,0.20871215252207737,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,36.372515635797754,2.5587797694015535e-06
target,460,460,50,55,thin_pid,0.20871215252207737,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,12.569871515966952,2.5603897952919397e-06
target,460,460,50,55,eigen_pid,0.20871215252207737,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.2290580479893833,0.0
target,470,470,50,55,gpid_tilde,0.20871215252207875,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,38.36193725396879,2.5587797694015535e-06
target,470,470,50,55,thin_pid,0.20871215252207875,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,13.246909345965832,2.5603897952919397e-06
target,470,470,50,55,eigen_pid,0.20871215252207875,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.4661199857946485,0.0
target,480,480,50,55,gpid_tilde,0.20871215252207884,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,40.17240231996402,2.5587797694015535e-06
target,480,480,50,55,thin_pid,0.20871215252207884,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,12.919100453844294,2.5603897952919397e-06
target,480,480,50,55,eigen_pid,0.20871215252207884,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.03178859106265,0.0
target,490,490,50,55,gpid_tilde,0.20871215252207845,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,41.56811254285276,2.5587797694015535e-06
target,490,490,50,55,thin_pid,0.20871215252207845,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,13.12792288698256,2.5603897952919397e-06
target,490,490,50,55,eigen_pid,0.20871215252207845,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.1424338591750711,0.0
target,500,500,50,55,gpid_tilde,0.2087121525220781,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,43.585487429983914,2.5587797694015535e-06
target,500,500,50,55,thin_pid,0.2087121525220781,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,13.76859859097749,2.5603897952919397e-06
target,500,500,50,55,eigen_pid,0.2087121525220781,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.4641441379208118,0.0
target,510,510,50,55,gpid_tilde,0.20871215252207895,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,43.151861554943025,2.5587797694015535e-06
target,510,510,50,55,thin_pid,0.20871215252207895,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,13.910916274879128,2.5603897952919397e-06
target,510,510,50,55,eigen_pid,0.20871215252207895,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.1811647019349039,0.0
target,520,520,50,55,gpid_tilde,0.20871215252207836,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,42.09652345394716,2.5587797694015535e-06
target,520,520,50,55,thin_pid,0.20871215252207836,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,13.581932726781815,2.5603897952919397e-06
target,520,520,50,55,eigen_pid,0.20871215252207836,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.046291066100821,0.0
target,530,530,50,55,gpid_tilde,0.20871215252207828,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,42.91246643103659,2.5587797694015535e-06
target,530,530,50,55,thin_pid,0.20871215252207828,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,13.725119753973559,2.5603897952919397e-06
target,530,530,50,55,eigen_pid,0.20871215252207828,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.0778308929875493,0.0
