example,sweep_variable,swept_dimension,target_dim,source1_dim,source2_dim,source1_gain,source2_gain,source1_noise_variance,source2_noise_variance,runtime_repeat,method,status,message,red,unq1,unq2,syn,bi_mi_1,bi_mi_2,tri_mi,identity_error_joint,identity_error_x1,identity_error_x2,runtime_seconds
all_atoms_positive,source1_dim,1,2,1,2,1.4142135623730951,1.4142135623730951,1.0,1.0,0,eigen_pid,ok,,0.4999999999999998,0.2924812503605783,0.7924812503605784,0.20751874963942174,0.7924812503605781,1.292481250360578,1.7924812503605783,0.0,5.551115123125783e-17,-1.1102230246251565e-16,0.0007996710482984781
all_atoms_positive,source1_dim,1,2,1,2,1.4142135623730951,1.4142135623730951,1.0,1.0,1,eigen_pid,ok,,0.4999999999999998,0.2924812503605783,0.7924812503605784,0.20751874963942174,0.7924812503605781,1.292481250360578,1.7924812503605783,0.0,5.551115123125783e-17,-1.1102230246251565e-16,0.0006146680098026991
all_atoms_positive,source1_dim,1,2,1,2,1.4142135623730951,1.4142135623730951,1.0,1.0,2,eigen_pid,ok,,0.4999999999999998,0.2924812503605783,0.7924812503605784,0.20751874963942174,0.7924812503605781,1.292481250360578,1.7924812503605783,0.0,5.551115123125783e-17,-1.1102230246251565e-16,0.0005906550213694572
all_atoms_positive,source1_dim,1,2,1,2,1.4142135623730951,1.4142135623730951,1.0,1.0,3,eigen_pid,ok,,0.4999999999999998,0.2924812503605783,0.7924812503605784,0.20751874963942174,0.7924812503605781,1.292481250360578,1.7924812503605783,0.0,5.551115123125783e-17,-1.1102230246251565e-16,0.0005754837766289711
all_atoms_positive,source1_dim,1,2,1,2,1.4142135623730951,1.4142135623730951,1.0,1.0,4,eigen_pid,ok,,0.4999999999999998,0.2924812503605783,0.7924812503605784,0.20751874963942174,0.7924812503605781,1.292481250360578,1.7924812503605783,0.0,5.551115123125783e-17,-1.1102230246251565e-16,0.0005778300110250711
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,0,gpid_tilde,ok,,1.000000048070173,0.2924812022904051,0.2924812022904051,0.41503743914689584,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,0.13355336105450988
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,1,gpid_tilde,ok,,1.000000048070173,0.2924812022904051,0.2924812022904051,0.41503743914689584,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,0.21328608505427837
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,2,gpid_tilde,ok,,1.000000048070173,0.2924812022904051,0.2924812022904051,0.41503743914689584,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,0.161661857040599
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,3,gpid_tilde,ok,,1.000000048070173,0.2924812022904051,0.2924812022904051,0.41503743914689584,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,0.19737645890563726
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,4,gpid_tilde,ok,,1.000000048070173,0.2924812022904051,0.2924812022904051,0.41503743914689584,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,0.18788052909076214
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,0,thin_pid,ok,,0.9999999999992384,0.29248125036133965,0.29248125036133965,0.41503739107596127,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,0.18844184279441833
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,1,thin_pid,ok,,0.9999999999992384,0.29248125036133965,0.29248125036133965,0.41503739107596127,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,0.1697821079287678
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,2,thin_pid,ok,,0.9999999999992384,0.29248125036133965,0.29248125036133965,0.41503739107596127,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,0.18776077893562615
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,3,thin_pid,ok,,0.9999999999992384,0.29248125036133965,0.29248125036133965,0.41503739107596127,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,0.17395769618451595
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,4,thin_pid,ok,,0.9999999999992384,0.29248125036133965,0.29248125036133965,0.41503739107596127,1.292481250360578,1.292481250360578,1.999999891797879,0.0,0.0,0.0,0.1534295401070267
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,0,eigen_pid,ok,,0.9999999999999998,0.2924812503605783,0.29248125036057837,0.4150374992788435,1.292481250360578,1.292481250360578,2.0,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,0.0006296948995441198
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,1,eigen_pid,ok,,0.9999999999999998,0.2924812503605783,0.29248125036057837,0.4150374992788435,1.292481250360578,1.292481250360578,2.0,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,0.0004627471789717674
all_atoms_positive,source1_dim,51,2,51,2,1.4142135623730951,1.4142135623730951,1.0,1.0,2,eigen_pid,ok,,0.9999999999999998,0.2924812503605783,0.29248125036057837,0.4150374992788435,1.292481250360578,1.292481250360578,2.0,0.0,-5.551115123125783e-17,-1.1102230246251565e-16,0.00047253305092453957
